Researcher,Year,Type,Title,Abstract,Source,Authors,Database Affiliation,Publication Institutions,Matched Affiliation,Topic,Review Flag
Katja Liebal,2024.0,article,Non‐verbal effecting – animal research sheds light on human emotion communication,"BSTRACT Cracking the non‐verbal “code” of human emotions has been a chief interest of generations of scientists. Yet, despite much effort, a dictionary that clearly maps non‐verbal behaviours onto meaning remains elusive. We suggest this is due to an over‐reliance on language‐related concepts and an under‐appreciation of the evolutionary context in which a given non‐verbal behaviour emerged. Indeed, work in other species emphasizes non‐verbal effects (e.g. affiliation) rather than meaning (e.g. happiness) and differentiates between signals, for which communication benefits both sender and receiver, and cues, for which communication does not benefit senders. Against this backdrop, we develop a “non‐verbal effecting” perspective for human research. This perspective extends the typical focus on facial expressions to a broadcasting of multisensory signals and cues that emerge from both social and non‐social emotions. Moreover, it emphasizes the consequences or effects that signals and cues have for individuals and their social interactions. We believe that re‐directing our attention from verbal emotion labels to non‐verbal effects is a necessary step to comprehend scientifically how humans share what they feel.","<a href=""https://openalex.org/W4402497041"" target=""_blank"">OpenAlex</a>","Annett Schirmer, Ilona Croy, Katja Liebal, Stefan R. Schweinberger",University of Leipzig,"Universität Innsbruck, Friedrich Schiller University Jena, Leipzig University, Friedrich Schiller University Jena",No,Olfactory and Sensory Function Studies,Yes
Katja Liebal,2024.0,article,Social negotiation and “accents” in Western lowland gorillas’ gestural communication,Abstract not available,"<a href=""https://openalex.org/W4403808948"" target=""_blank"">OpenAlex</a>","Jacques Prieur, Katja Liebal, Simone Pika",University of Leipzig,"Freie Universität Berlin, Leipzig University, Osnabrück University",No,Primate Behavior and Ecology,Yes
Katja Liebal,2024.0,peer-review,"Review for ""Beyond bigrams: call sequencing in the common marmoset ( &lt;i&gt;Callithrix jacchus&lt;/i&gt; ) vocal system""",Abstract not available,"<a href=""https://openalex.org/W4404115479"" target=""_blank"">OpenAlex</a>",Katja Liebal,University of Leipzig,,No,Animal Vocal Communication and Behavior,Yes
Katja Liebal,2024.0,peer-review,"Review for ""Beyond bigrams: call sequencing in the common marmoset ( &lt;i&gt;Callithrix jacchus&lt;/i&gt; ) vocal system""",Abstract not available,"<a href=""https://openalex.org/W4404115683"" target=""_blank"">OpenAlex</a>",Katja Liebal,University of Leipzig,,No,Animal Vocal Communication and Behavior,Yes
Katja Liebal,2024.0,article,"Flexibility of Gestural Production in Captive Groups of Chimpanzees (Pan troglodytes), Sumatran Orangutans (Pongo abelii), and Siamangs (Symphalangus syndactylus)","Across species, communication systems may differ in their levels of flexibility, but comparisons are challenging, because flexibility is not operationalized in a consistent way. In this study, we investigated different aspects of flexibility in the gestural communication systems of 7 groups of captive apes (N = 53), including 19 chimpanzees ( Pan troglodytes ), 16 Sumatran orangutans ( Pongo abelii ), and 18 siamangs ( Symphalangus syndactylus ). We operationalized flexibility in four different ways: (i) the use of one gesture type across several contexts (i.e., contextual flexibility), (ii) the use of many gesture types in the same context (i.e., pragmatic flexibility), (iii) the production of one gesture type with different limbs and/or toward different target locations (i.e., morphological flexibility), and (iv) the ability to combine different signals into a sequence in different orders (i.e., combinational flexibility). Comparisons across individuals and species revealed variation in contextual and morphological flexibility. In particular, contextual flexibility increased with age and was overall higher in chimpanzees than siamangs. Moreover, morphological flexibility increased with social integration and was highest in siamangs and lowest in orangutans. Overall, variation largely reflected differences in social experience and possibly in the socioecological characteristics of the species. Our findings suggest that contextual and morphological flexibility might be good candidates to study interindividual and interspecific variation in primate gestural production.","<a href=""https://openalex.org/W4404119132"" target=""_blank"">OpenAlex</a>","Federica Amici, Katja Liebal",University of Leipzig,"Leipzig University, Leipzig University",No,Primate Behavior and Ecology,Yes
Katja Liebal,2018.0,article,The comparative neuroprimatology 2018 (CNP-2018) road map for research on <i>How the Brain Got Language</i>,"We present a new road map for research on “How the Brain Got Language” that adopts an EvoDevoSocio perspective and highlights comparative neuroprimatology – the comparative study of brain, behavior and communication in extant monkeys and great apes – as providing a key grounding for hypotheses on the last common ancestor of humans and monkeys (LCA-m) and chimpanzees (LCA-c) and the processes which guided the evolution LCA-m → LCA-c → protohumans → H. sapiens. Such research constrains and is constrained by analysis of the subsequent, primarily cultural, evolution of H. sapiens which yielded cultures involving the rich use of language.","<a href=""https://openalex.org/W2807710943"" target=""_blank"">OpenAlex</a>","Michael A. Arbib, Francisco Aboitiz, Judith M. Burkart, Michael C. Corballis, Gino Coudé, Erin E. Hecht, Katja Liebal, Masako Myowa‐Yamakoshi, James Pustejovsky, Shelby S. Putt, Federico Rossano, Anne E. Russon, P. Thomas Schoenemann, Uwe Seifert, Katerina Semendeferi, Chris Sinha, Dietrich Stout, Virginia Volterra, Sławomir Wacewicz, Benjamin Wilson",University of Leipzig,"University of California, San Diego, Pontificia Universidad Católica de Chile, University of Zurich, University of Auckland, Institut des Sciences Cognitives, Georgia State University, Freie Universität Berlin, Kyoto University, Brandeis University, Indiana University, University of California, San Diego, York University, Indiana University, Hunan University, University of California, San Diego, Hunan University, Emory University, National Research Council, Nicolaus Copernicus University, Newcastle University",No,Language and cultural evolution,Yes
Katja Liebal,2022.0,article,"Testing Hypotheses for the Emergence of Gestural Communication in Great and Small Apes (Pan troglodytes, Pongo abelii, Symphalangus syndactylus)","Gestural communication is crucial for primates. However, little is known about how gestural repertoires emerge through development. We conducted behavioural observations on captive apes, including 18 siamangs ( Symphalangus syndactylus ), 16 Sumatran orangutans ( Pongo abelii ), and 19 chimpanzees ( Pan troglodytes ), to test different hypotheses for the emergence of gestures (i.e., Phylogenetic Ritualization, Ontogenetic Ritualization, Social Negotiation, and Social Transmission hypotheses). Our results showed little variation in individual gestural repertories, and only one idiosyncratic gesture. Moreover, across subjects (N = 53), repertoire size did not increase with age and social centrality. When comparing repertoires across all possible combinations of conspecifics, including apes in different groups (N=273) for the four groups of siamangs and the two of orangutans, repertoire similarity was higher in dyads of the same group than of different groups, but it also increased with more observational effort and lower age difference between group members. Finally, when comparing repertoires across all dyads of conspecifics in the same group (N = 260), we found no differences in repertoire similarity depending on dyadic relationship quality. Overall, these results provide support for the Phylogenetic Ritualization hypothesis, according to which individuals are endowed with complete gestural repertories from birth. These repertoires are largely similar across individuals and groups, although they may be partially refined through social experiences.","<a href=""https://openalex.org/W4311378247"" target=""_blank"">OpenAlex</a>","Federica Amici, Katja Liebal",University of Leipzig,"Leipzig University, Leipzig University",No,Primate Behavior and Ecology,Yes
Katja Liebal,2022.0,article,Maternal and offspring behavior in free‐ranging Japanese and moor macaques: A comparative approach,"Female primates represent the most important social partner for their developing offspring. However, mothers may strongly differ in the way they relate to their offspring (e.g., in terms of two different dimensions: protectiveness and rejection). In this study, we aimed to assess how dominance style predicts (i) changes in maternal behavior through offspring development, and (ii) the link between maternal behavior and offspring behavior. We conducted behavioral observations on 34 free‐ranging immatures of two species of macaques with different dominance styles: less tolerant Japanese macaques (JM; Macaca fuscata ) and more tolerant moor macaques (MM; Macaca maura ). Our results showed that maternal behavior differed between JM and MM: maternal proximity and grooming decreased through offspring development more quickly in MM than in JM, whereas maternal rejection and aggression, which were generally more frequent in JM, decreased with offspring age similarly in both species. In contrast, maternal restraint of offspring decreased similarly with offspring age in both species. Furthermore, dominance style was differentially associated with the link between maternal and offspring behavior: in MM only, maternal grooming predicted an increase of the probability that offspring interacted with partners other than their mothers and engaged in solitary play, whereas maternal rejection predicted a decrease in the occurrence of solitary play. Overall, these results suggest interspecific variation in maternal behavior during offspring's first years of life, and point to the possibility that these differences may have an important role in shaping their behavioral development.","<a href=""https://openalex.org/W4313237960"" target=""_blank"">OpenAlex</a>","Alba Castellano‐Navarro, Víctor Beltrán Francés, Anna Albiach‐Serrano, Andrew J. J. MacIntosh, Risma Illa Maulany, Putu Oka Ngakan, Katja Liebal, Federica Amici",University of Leipzig,"Leipzig University, Universidad Cardenal Herrera CEU, Leipzig University, University of Girona, Universidad Cardenal Herrera CEU, Kyoto University, Japan Wildlife Research Center, Hasanuddin University, Hasanuddin University, Leipzig University, Leipzig University, Max Planck Institute for Evolutionary Anthropology",No,Primate Behavior and Ecology,Yes
Katja Liebal,2024.0,article,A first exploratory comparison of the behaviour of wolves (Canis lupus) and wolf-dog hybrids in captivity,"Extensive introgression of genes from domesticated taxa may be a serious threat for the genomic integrity and adaptability of wild populations. Grey wolves ( Canis lupus ) are especially vulnerable to this phenomenon, but there are no studies yet assessing the potential behavioural effects of dog-introgression in wolves. In this study, we conducted a first systematic comparison of admixed (N = 11) and non-admixed (N = 14) wolves in captivity, focusing on their reaction to unfamiliar humans and novel objects, and the cohesiveness of their social groups. When exposed to unfamiliar humans in the experimental task, wolves were more vigilant, fearful and aggressive than admixed wolves, and less likely to approach humans, but also more likely to spend time in human proximity. When exposed to novel objects, wolves were more aggressive than admixed wolves, less likely to spend time in object proximity, and more likely to interact with objects, but also less vigilant and as fearful as admixed wolves. Finally, social networks were more cohesive in wolves than in admixed wolves. Although caution is needed when comparing groups of captive individuals with different life experiences, our study suggests that dog admixture may lead to important behavioural changes in wolves, with possible implications for conservation strategies.","<a href=""https://openalex.org/W4392344656"" target=""_blank"">OpenAlex</a>","Federica Amici, Simone Meacci, Emmeline Caray, Linda Oña, Katja Liebal, Paolo Ciucci",University of Leipzig,"Leipzig University, Sapienza University of Rome, Université de Strasbourg, Leipzig University, Max Planck Institute for Evolutionary Anthropology, Sapienza University of Rome",No,Human-Animal Interaction Studies,Yes
Katja Liebal,2024.0,article,Gestural communication in wild spider monkeys (Ateles geoffroyi),"Gestures play a central role in the communication systems of several animal families, including primates. In this study, we provide a first assessment of the gestural systems of a Platyrrhine species, Geoffroy’s spider monkeys ( Ateles geoffroyi ). We observed a wild group of 52 spider monkeys and assessed the distribution of visual and tactile gestures in the group, the size of individual repertoires and the intentionality and effectiveness of individuals’ gestural production. Our results showed that younger spider monkeys were more likely than older ones to use tactile gestures. In contrast, we found no inter-individual differences in the probability of producing visual gestures. Repertoire size did not vary with age, but the probability of accounting for recipients’ attentional state was higher for older monkeys than for younger ones, especially for gestures in the visual modality. Using vocalizations right before the gesture increased the probability of gesturing towards attentive recipients and of receiving a response, although age had no effect on the probability of gestures being responded. Overall, our study provides first evidence of gestural production in a Platyrrhine species, and confirms this taxon as a valid candidate for research on animal communication.","<a href=""https://openalex.org/W4392346509"" target=""_blank"">OpenAlex</a>","Felipe Villa-Larenas, Miquel Llorente, Katja Liebal, Federica Amici",University of Leipzig,"University of Girona, University of Girona, Leipzig University, Leipzig University",No,Primate Behavior and Ecology,Yes
Katja Liebal,2019.0,article,Object preferences in captive Sumatran orang-utans (Pongo abelii),Abstract not available,"<a href=""https://openalex.org/W2982117339"" target=""_blank"">OpenAlex</a>","Sonja J. Ebel, Kathrin S. Kopp, Katja Liebal",University of Leipzig,"Freie Universität Berlin, Max Planck Institute for Evolutionary Anthropology, Max Planck Institute for Evolutionary Anthropology, Freie Universität Berlin, Freie Universität Berlin",No,Olfactory and Sensory Function Studies,Yes
Katja Liebal,2020.0,book-chapter,The comparative neuroprimatology 2018 (CNP-2018) road map for research on How the Brain Got Language,"We present a new road map for research on “How the Brain Got Language” that adopts an EvoDevoSocio perspective and highlights comparative neuroprimatology – the comparative study of brain, behavior and communication in extant monkeys and great apes – as providing a key grounding for hypotheses on the last common ancestor of humans and monkeys (LCA-m) and chimpanzees (LCA-c) and the processes which guided the evolution LCA-m → LCA-c → protohumans → H. sapiens. Such research constrains and is constrained by analysis of the subsequent, primarily cultural, evolution of H. sapiens which yielded cultures involving the rich use of language.","<a href=""https://openalex.org/W4234080327"" target=""_blank"">OpenAlex</a>","Michael A. Arbib, Francisco Aboitiz, Judith M. Burkart, Michael C. Corballis, Gino Coudé, Erin E. Hecht, Katja Liebal, Masako Myowa‐Yamakoshi, James Pustejovsky, Shelby S. Putt, Federico Rossano, Anne E. Russon, P. Thomas Schoenemann, Uwe Seifert, Katerina Semendeferi, Chris Sinha, Dietrich Stout, Virginia Volterra, Sławomir Wacewicz, Benjamin Wilson",University of Leipzig,"University of California, San Diego, Pontificia Universidad Católica de Chile, University of Zurich, University of Auckland, Institut des Sciences Cognitives, Georgia State University, Freie Universität Berlin, Kyoto University, Brandeis University, Indiana University, University of California, San Diego, York University, Indiana University, Hunan University, University of California, San Diego, Hunan University, Emory University, National Research Council, Nicolaus Copernicus University, Newcastle University",No,Language and cultural evolution,Yes
Katja Liebal,2023.0,article,Maternal Investment Fosters Male but Not Female Social Interactions with Other Group Members in Immature Wild Spider Monkeys (Ateles geoffroyi),"In several species, individuals form long-lasting social relationships with other group members, which provide them with important fitness benefits. In primates, patterns of social relationships are known to differ between sexes, but little is known about how these differences emerge through development or the role that mothers might have in this process. Here, we investigated how sex differences in social behaviour emerge during the first six years of primate life and how sex-biased maternal investment can foster immatures’ social development and social interaction with other group members. For this purpose, we observed 20 males and females aged between zero and six years in a wild group of spider monkeys (Ateles geoffroyi) that was male-philopatric and, therefore, expected to show sex-biased maternal investment. Our results showed no sex difference in the social development of offspring with regards to body contact and grooming, but the probability of play was rather constant throughout age for females, whereas, for males, it became higher than females around two years of age, peaking between three and four years of age. Moreover, we found differences between female and male immatures in the importance of maternal investment (which included the time mothers spent nursing, carrying, grooming, touching and playing with their offspring) for their social integration in the natal group. In particular, maternal investment increased the probability of playing with other group members for sons, but not for daughters. Our findings suggest that mothers, through sex-biased maternal investment, might have a crucial function in the social development of spider monkeys, fostering the abilities that young offspring need to thrive as adults. By shedding light on maternal investment and social development in a still understudied primate species, these findings contribute to understanding the evolutionary roots of human maternal care and social development.","<a href=""https://openalex.org/W4381572120"" target=""_blank"">OpenAlex</a>","Carolina Soben, Miquel Llorente, Paula Villariezo, Katja Liebal, Federica Amici",University of Leipzig,"University of Girona, University of Girona, University of Girona, Leipzig University, Max Planck Institute for Evolutionary Anthropology, Leipzig University, Max Planck Institute for Evolutionary Anthropology",No,Primate Behavior and Ecology,Yes
Katja Liebal,2023.0,article,Mother’s Age and Social Integration Modulate Sex-biased Maternal Investment in Wild Spider Monkeys (Ateles geoffroyi),"In many mammal species, mothers are crucial for the survival and development of young offspring. In primates, maternal investment may ensure immatures’ survival and also foster their social integration in the group, providing long-term fitness benefits. In this study, we analysed maternal investment in a wild group (N = 49) of male philopatric spider monkeys ( Ateles geoffroyi ). We assessed whether maternal investment is biased toward sons (compared with daughters) and which factors modulate this relation. We studied 20 mother–offspring dyads, measuring the time mothers spent in body contact, nursing, carrying, grooming, and playing with their offspring, for a total of 359 focal samples from February to July 2022. We then ran generalized linear mixed models to assess how these responses varied depending on the two-way interactions of offspring sex with offspring age, maternal age, and maternal centrality. Our results showed that mothers were more likely to nurse, carry, and have body contact with younger than older offspring, regardless of their sex. However, we also found that mothers invested more in male than female offspring; differences were mediated by mothers’ age and social integration in the group. Older mothers, in particular, were more likely to carry sons than daughters, whereas the contrary was true for younger mothers. Moreover, socially more central mothers were more likely to be in body contact with sons than daughters. Overall, our study shows that some maternal behaviours are sex-biased in male-philopatric species, although maternal experience and social integration may modulate this relation.","<a href=""https://openalex.org/W4381614367"" target=""_blank"">OpenAlex</a>","Carolina Soben, Miquel Llorente, Paula Villariezo, Katja Liebal, Federica Amici",University of Leipzig,"University of Girona, University of Girona, University of Girona, Leipzig University, Leipzig University",No,Primate Behavior and Ecology,Yes
Katja Liebal,2018.0,article,Introducing evolutionary biologists to the analysis of big data: guidelines to organize extended bioinformatics training courses,"Research in evolutionary biology has been progressively influenced by big data such as massive genome and transcriptome sequencing data, scalar measurements of several phenotypes on tens to thousands of individuals, as well as from collecting worldwide environmental data at an increasingly detailed scale. The handling and analysis of such data require computational skills that usually exceed the abilities of most traditionally trained evolutionary biologists. Here we discuss the advantages, challenges and considerations for organizing and running bioinformatics training courses of 2–3 weeks in length to introduce evolutionary biologists to the computational analysis of big data. Extended courses have the advantage of offering trainees the opportunity to learn a more comprehensive set of complementary topics and skills and allowing for more time to practice newly acquired competences. Many organizational aspects are common to any course, as the need to define precise learning objectives and the selection of appropriate and highly motivated instructors and trainees, among others. However, other features assume particular importance in extended bioinformatics training courses. To successfully implement a learning-by-doing philosophy, sufficient and enthusiastic teaching assistants (TAs) are necessary to offer prompt help to trainees. Further, a good balance between theoretical background and practice time needs to be provided and assured that the schedule includes enough flexibility for extra review sessions or further discussions if desired. A final project enables trainees to apply their newly learned skills to real data or case studies of their interest. To promote a friendly atmosphere throughout the course and to build a close-knit community after the course, allow time for some scientific discussions and social activities. In addition, to not exhaust trainees and TAs, some leisure time needs to be organized. Finally, all organization should be done while keeping the budget within fair limits. In order to create a sustainable course that constantly improves and adapts to the trainees’ needs, gathering short- and long-term feedback after the end of the course is important. Based on our experience we have collected a set of recommendations to effectively organize and run extended bioinformatics training courses for evolutionary biologists, which we here want to share with the community. They offer a complementary way for the practical teaching of modern evolutionary biology and reaching out to the biological community.","<a href=""https://openalex.org/W2883364962"" target=""_blank"">OpenAlex</a>","Rui Faria, Deborah A. Triant, Álvaro Perdomo-Sabogal, Bert Overduin, Christoph Bleidorn, Clara Isabel Bermudez‐Santana, David Langenberger, Giovanni Marco Dall’Olio, Henrike Indrischek, Jan Aerts, Jan Engelhardt, Johannes Engelken, Katja Liebal, Mario Fasold, Sofia Robb, Sonja Grath, Sree Rohit Raj Kolora, Tiago Carvalho, Walter Salzburger, Vladimir Jovanović, Katja Nowick",University of Leipzig,"Universidade do Porto, University of Virginia, Leipzig University, Edinburgh Genomics, University of Edinburgh, Museo Nacional de Ciencias Naturales, Universidad Nacional de Colombia, GlaxoSmithKline (United Kingdom), Leipzig University, KU Leuven, Leipzig University, Institut de Biologia Evolutiva, Pompeu Fabra University, Freie Universität Berlin, Stowers Institute for Medical Research, Ludwig-Maximilians-Universität München, German Centre for Integrative Biodiversity Research, Institut de Biologia Evolutiva, Pompeu Fabra University, University of Basel, Freie Universität Berlin, Freie Universität Berlin",No,"Genetics, Bioinformatics, and Biomedical Research",Yes
Katja Liebal,2019.0,article,Disseminating intention: How a term has spread within cross-species comparative science.,"The current study takes a holistic view of cross-species comparative research and investigates the dissemination of the term intention as representative of the so-called ""cognitive revolution."" All references from 641 articles, published from 1948 to 2017, are used to analyze a citation network. The analysis visualizes and identifies prominent articles in the scientific debate and locates them structurally on a map. Each article is categorized in terms of the school of thought, its position within the discourse (e.g., opposing, supporting), the order of intentionality (e.g., 1st or 2nd order), and the species under consideration. By using a mixed-methods approach, which combines qualitative and quantitative methods, we identified 2 divergent schools of thought (psychological/philosophical and biological/behavioristic). Both schools introduced intention mostly independently from each other and show little overlap in citation habits. Both notions of intention have influenced comparative science until today. However, although the term finds limited application in various schools, only in connection with more cognitive approaches has it enjoyed a successful career, as indicated by the increasing number of articles in which it is used. Most controversy does not surround the concept of intention itself but its order. Furthermore, taking account of which species are investigated could reveal a pronounced primate bias in past discourse. Articles on nonprimate species using the term intention in the cognitive sense are markedly outnumbered by those on primates. The study reminds comparative psychologists of the importance to integrate a historical perspective into current debates, to avoid ""speciesism"" and talking past each other. (PsycINFO Database Record (c) 2020 APA, all rights reserved).","<a href=""https://openalex.org/W2962762168"" target=""_blank"">OpenAlex</a>","Robert C. Ullrich, Moritz Mittelbach, Katja Liebal",University of Leipzig,,No,Cultural Differences and Values,Yes
Katja Liebal,2020.0,article,"Kommentare zu Daum, M. M., Greve, W., Pauen, S., Schuhrke, B. und Schwarzer, G. (2020). Positionspapier der Fachgruppe Entwicklungspsychologie: Ein Versuch einer Standortbestimmung",Abstract not available,"<a href=""https://openalex.org/W3006490373"" target=""_blank"">OpenAlex</a>","Dirk Wentura, Christina Bermeitinger, Andreas B. Eder, Carina G. Giesen, Martha Michalkiewicz, Gesa Hartwigsen, Brigitte Röder, Alexander Lischke, Andrea Kübler, Paul Pauli, Karl–Heinz Renner, Matthias Ziegler, Marion Spengler, Hanna Christiansen, Tobias Richter, Elmar Souvignier, Anke Heyder, Olga Kunina‐Habenicht, Silke Hertel, Jörn R. Sparfeldt, Norbert Bischof, Judith Glück, Daniel B. M. Haun, Katja Liebal, Federica Amici, Andrea Bender, Manuel Bohn, Juliane Bräuer, David Buttelmann, Judith M. Burkart, Trix Cacchione, Sarah E. DeTroy, Ina Faßbender, Claudia Fichtel, Julia Fischer, Anja Gampe, Russel Gray, Lisa Horn, Linda Oña, Joscha Kärtner, Juliane Kaminski, Patricia Kanngießer, Heidi Keller, Moritz Köster, Kathrin S. Kopp, Hans-Joachim Kornadt, Hannes Rakoczy, Caroline Schuppli, Roman Stengelin, Gisela Trommsdorff, Edwin van Leeuwen, Carel P. van Schaik, Gerd Jüttemann, Werner Loh, Markus Paulus",University of Leipzig,"Saarland University, University of Hildesheim, University of Würzburg, Friedrich Schiller University Jena, Heinrich Heine University Düsseldorf, Max Planck Institute for Human Cognitive and Brain Sciences, Universität Hamburg, Universität Greifswald, University of Würzburg, University of Würzburg, Universität der Bundeswehr München, Humboldt-Universität zu Berlin, Philipps University of Marburg, University of Würzburg, University of Münster, TU Dortmund University, Karlsruhe University of Education, Heidelberg University, Saarland University, University of Klagenfurt, Max Planck Institute for Evolutionary Anthropology, Freie Universität Berlin, Leipzig University, University of Bergen, Leipzig University, Max Planck Institute for the Science of Human History, University of Bern, University of Zurich, FHNW University of Applied Sciences and Arts, Leipzig University, Ruhr University Bochum, German Primate Center, University of Göttingen, University of Zurich, Max Planck Institute for the Science of Human History, University of Vienna, Max Planck Institute for Human Development, University of Münster, University of Portsmouth, Freie Universität Berlin, Osnabrück University, Freie Universität Berlin, Max Planck Institute for Evolutionary Anthropology, Saarland University, University of Göttingen, University of Zurich, Leipzig University, University of Konstanz, University of Antwerp, University of Zurich, Technische Universität Berlin, Knappschaftsklinikum Saar, Ludwig-Maximilians-Universität München",No,Child and Adolescent Psychosocial and Emotional Development,Yes
Katja Liebal,2021.0,preprint,Great ape communication as contextual social inference: a computational modeling perspective,"Human communication has been described as a contextual social inference process. Research into great ape communication has been inspired by this view to look for the evolutionary roots of the social, cognitive, and interactional processes involved in human communication. This approach has been highly productive, yet it is often compromised by a too-narrow focus on how great apes use and understand individual signals. In this paper, we introduce a computational model that formalizes great ape communication as a multi-faceted social inference process that relies on information contained in the signal, the relationship between communicative partners, and the social context. This model makes accurate qualitative and quantitative predictions about real-world communicative interactions between semi-wild-living chimpanzees. When enriched with a pragmatic reasoning process, the model explains repeatedly reported differences between humans and great apes in the interpretation of ambiguous signals (e.g. pointing gestures). This approach has direct implications for observational and experimental studies of great ape communication and provides a new tool for theorizing about the evolution of uniquely human communication.","<a href=""https://openalex.org/W4200158439"" target=""_blank"">OpenAlex</a>","Manuel Bohn, Katja Liebal, Michael Henry Tessler",University of Leipzig,"Max Planck Institute for Evolutionary Anthropology, Leipzig University, DeepMind (United Kingdom), Institute of Cognitive and Brain Sciences, Massachusetts Institute of Technology",No,Primate Behavior and Ecology,Yes
Katja Liebal,2018.0,article,Diesseits von Eden,"This study examines paratexts and images in works of primatology. In order to classify generic traits of primatographical publications, all paratexts, images and narrative positions of a large corpus of such monographs were registered. The analysis of these data allows for the determination of three distinct genres: scientific books, illustrated books and autobiographical/popular science books. The paratexts also reveal the strategies employed in the presentation of the books: They address a lay public, underline scientific objectivity or generate authenticity. The form of the texts indicate the audiences that the books address and enact an intimate relationship between non-human primates and human beings. Images showing researchers in close contact with non-human primates as well as paratexts addressing monkeys or calling for their preservation and conservation embed these field studies within a Christian iconography, invoke the life of saints or martyrs and appeal to the empathy of the readership.","<a href=""https://openalex.org/W2905575234"" target=""_blank"">OpenAlex</a>","Fabienne Kilchör, Jörg Lehmann, Katja Liebal, Oliver Lubrich",University of Leipzig,"Freie Universität Berlin, Freie Universität Berlin, Freie Universität Berlin, Freie Universität Berlin",No,Animal and Plant Science Education,Yes
Rui Liu,2020.0,article,<i>In Situ</i> Surface-Enhanced Raman Spectroscopic Evidence on the Origin of Selectivity in CO<sub>2</sub> Electrocatalytic Reduction,"The electrocatalytic reduction of CO2 (CO2ER) to liquid fuels is important for solving fossil fuel depletion. However, insufficient insight into the reaction mechanisms renders a lack of effective regulation of liquid product selectivity. Here, in situ surface-enhanced Raman spectroscopy (SERS) empowered by 13C/12C isotope exchange is applied to probing the CO2ER process on nanoporous silver (np-Ag). Direct spectroscopic evidence of the preliminary intermediates, *COOH and *OCO-, indicates that CO2 is coordinated to the catalyst via diverse adsorption modes. Further, the relative Raman intensities of the above intermediates vary notably on np-Ag modified by Cu or Pd, and the liquid product selectivity also changes accordingly. Combined with density functional theory calculations, this study demonstrates that the CO2 adsorption configuration is a critical factor governing the reaction selectivity. Meanwhile, *COOH and *OCO- are key targets in the initial stage regulating liquid product selectivity, which could facilitate future selective catalyst design.","<a href=""https://openalex.org/W3047670264"" target=""_blank"">OpenAlex</a>","Wanyu Shan, Rui Liu, Huachao Zhao, Zuoliang He, Yujian Lai, Shasha Li, Guangzhi He, Jingfu Liu",Ghent University,"Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, University of Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, University of Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, Research Center for Eco-Environmental Sciences, Chinese Academy of Sciences, University of Chinese Academy of Sciences",No,CO2 Reduction Techniques and Catalysts,Yes
Rui Liu,2020.0,article,FeO<sub>6</sub> Octahedral Distortion Activates Lattice Oxygen in Perovskite Ferrite for Methane Partial Oxidation Coupled with CO<sub>2</sub> Splitting,"Modulating lattice oxygen in metal oxides that conducts partial oxidation of methane in balancing C–H activation and syngas selectivity remains challenging. This paper describes the discovery of distorting FeO6 octahedra in La1–xCexFeO3 (x = 0, 0.25 0.5, 0.75, 1) orthorhombic perovskites for the promotion of lattice oxygen activation. By combined electrical conductivity relaxation measurements and density functional theory calculations studies, this paper describes the enhancement of FeO6 octahedral distortion in La1–xCexFeO3 promoting their bulk oxygen mobility and surface oxygen exchange capability. Consequently, La0.5Ce0.5FeO3 with the highest FeO6 distortion achieves exceptional syngas productivity of ∼3 and 8 times higher than LaFeO3 and CeFeO3, respectively, in CH4 partial oxidation step with simultaneous high CO2 conversion (92%) in the CO2-splitting step at 850 °C. The results exemplify the feasibility to tailor the active lattice oxygen of perovskite by modulating the distortion of BO6 in ABO3, which ultimately influences their reaction performance in chemical looping processes.","<a href=""https://openalex.org/W3030011157"" target=""_blank"">OpenAlex</a>","Xianhua Zhang, Chunlei Pei, Xin Chang, Sai Chen, Rui Liu, Zhi‐Jian Zhao, Rentao Mu, Jinlong Gong",Ghent University,"Tianjin University, Tianjin University, Tianjin University, Tianjin University, Tianjin University, Tianjin University, Tianjin University, Tianjin University, National University of Singapore",No,Advancements in Solid Oxide Fuel Cells,Yes
