Researcher_A,Researcher_B,Shared_synergies_count,Shared_synergies
Markus Steinbach,Volker Gast,1,cognitive science
Martin Schulte-Rüther,Susan Goldin-Meadow,4,bayesian stats; cognitive neuroscience; eye tracking; nonverbal communication
Martin Schulte-Rüther,Carly A. Anderson,3,bayesian stats; fnirs; social communication
Martin Schulte-Rüther,Emiliano Zaccarella,3,cognitive neuroscience; fmri paradigm; neuroimaging research
Martin Schulte-Rüther,Katja Liebal,3,cognitive neuroscience; linear mixed models; social communication
Martin Schulte-Rüther,Aleksandra Ćwiek,2,machine learning; random forest
Martin Schulte-Rüther,Celina Isabelle von Eiff,2,cognitive neuroscience; nonverbal communication
Martin Schulte-Rüther,Oliver Herbort,2,bayesian stats; social communication
Martin Schulte-Rüther,Patrick Trettenbrein,2,bayesian stats; cognitive neuroscience
Martin Schulte-Rüther,Alexander Mehler,1,bayesian stats
Martin Schulte-Rüther,Anastasia Bauer,1,machine learning
Martin Schulte-Rüther,Anna Kuder,1,bayesian stats
Martin Schulte-Rüther,Cornelia Ebert,1,bayesian stats
Martin Schulte-Rüther,Cornelia Loos,1,bayesian stats
Martin Schulte-Rüther,Ingmar Brilmayer,1,bayesian stats
Martin Schulte-Rüther,Jana Bressem,1,bayesian stats
Martin Schulte-Rüther,Jens Lemanski,1,bayesian stats
Martin Schulte-Rüther,Kathryn Barnes,1,bayesian stats
Martin Schulte-Rüther,Lea Fricke,1,bayesian stats
Martin Schulte-Rüther,Linda Oña,1,bayesian stats
Martin Schulte-Rüther,Lisa-Marie Krause,1,eye tracking
Martin Schulte-Rüther,Marianthi Koraka,1,bayesian stats
Martin Schulte-Rüther,Marion Bonnet,1,bayesian stats
Martin Schulte-Rüther,Markus Steinbach,1,bayesian stats
Martin Schulte-Rüther,Matteo Maran,1,bayesian stats
Martin Schulte-Rüther,Nadine Bade,1,bayesian stats
Martin Schulte-Rüther,Nina-Kristin Meister,1,nonverbal communication
Martin Schulte-Rüther,Paula G. Sánchez Ramón,1,bayesian stats
Martin Schulte-Rüther,Philippe Schlenker,1,bayesian stats
Martin Schulte-Rüther,Reetu Bhattacharjee,1,machine learning
Martin Schulte-Rüther,Rui Liu,1,eye tracking
Martin Schulte-Rüther,Sebastian Walter,1,bayesian stats
Martin Schulte-Rüther,Silva Ladewig,1,bayesian stats
Martin Schulte-Rüther,Stefan Hinterwimmer,1,social communication
Martin Schulte-Rüther,Vera Wolfrum,1,social communication
Martin Schulte-Rüther,Wim Pouw,1,bayesian stats
Martin Schulte-Rüther,Yuqiu Chen,1,bayesian stats
Matteo Maran,Emiliano Zaccarella,8,cognitive neuroscience of language; cognitive processes; eeg; linear mixed-effects models; neurobiology of language; neuroimaging studies; neurostimulation studies; transcranial magnetic stimulation
Matteo Maran,Patrick Trettenbrein,7,bayesian stats; cognitive processes; eeg; linear mixed-effects models; mri; neurobiology of language; non-manual cues
Matteo Maran,Anna Kuder,6,bayesian stats; core expertise; eeg; linear mixed-effects models; mri; research themes
Matteo Maran,Carly A. Anderson,6,bayesian stats; core expertise; data analysis methods; eeg; functional neuroimaging; mri
Matteo Maran,Nina-Kristin Meister,6,core expertise; data analysis methods; linguistic research; mri; non-manual cues; specific theories
Matteo Maran,Ingmar Brilmayer,5,bayesian stats; language processing; linear mixed-effects models; neurobiology of language; psycholinguistics
Matteo Maran,Linda Oña,5,bayesian stats; data analysis methods; eeg; linear mixed-effects models; mri
Matteo Maran,Marion Bonnet,5,bayesian stats; data analysis methods; eeg; linear mixed-effects models; mri
Matteo Maran,Sebastian Walter,5,bayesian stats; data analysis methods; eeg; linear mixed-effects models; mri
Matteo Maran,Silva Ladewig,5,bayesian stats; cognitive processes; eeg; linear mixed-effects models; mri
Matteo Maran,Aleksandra Ćwiek,4,data analysis methods; eeg; linear mixed-effects models; mri
Matteo Maran,Cornelia Ebert,4,bayesian stats; eeg; linear mixed-effects models; mri
Matteo Maran,Cornelia Loos,4,bayesian stats; eeg; linear mixed-effects models; mri
Matteo Maran,Frank Kügler,4,data analysis methods; eeg; linear mixed-effects models; mri
Matteo Maran,Katja Liebal,4,data analysis methods; linear mixed-effects models; mri; research themes
Matteo Maran,Lea Fricke,4,bayesian stats; eeg; linear mixed-effects models; mri
Matteo Maran,Marianthi Koraka,4,bayesian stats; eeg; linear mixed-effects models; mri
Matteo Maran,Markus Steinbach,4,bayesian stats; data analysis methods; eeg; linear mixed-effects models
Matteo Maran,Nadine Bade,4,bayesian stats; data analysis methods; linear mixed-effects models; neurobiology of language
Matteo Maran,Oliver Herbort,4,bayesian stats; eeg; linear mixed-effects models; mri
Matteo Maran,Thomas Finkbeiner,4,data analysis methods; eeg; linear mixed-effects models; mri
Matteo Maran,Yuqiu Chen,4,bayesian stats; eeg; linear mixed-effects models; mri
Matteo Maran,Jana Bressem,3,bayesian stats; eeg; mri
Matteo Maran,Jens Lemanski,3,bayesian stats; eeg; linear mixed-effects models
Matteo Maran,Kathryn Barnes,3,bayesian stats; core expertise; linear mixed-effects models
Matteo Maran,Pamela Perniss,3,data analysis methods; language processing; linear mixed-effects models
Matteo Maran,Patrick Georg Grosz,3,eeg; linear mixed-effects models; mri
Matteo Maran,Paula G. Sánchez Ramón,3,bayesian stats; linear mixed-effects models; mri
Matteo Maran,Petra Schumacher,3,data analysis methods; linear mixed-effects models; mri
Matteo Maran,Philippe Schlenker,3,bayesian stats; linear mixed-effects models; mri
Matteo Maran,Sarah Schwarzenberg,3,eeg; linear mixed-effects models; mri
Matteo Maran,Susan Goldin-Meadow,3,bayesian stats; eeg; mri
Matteo Maran,Vinicius Macuch,3,data analysis methods; linear mixed-effects models; neurobiology of language
Matteo Maran,Babajide Owoyele,2,data analysis methods; linear mixed-effects models
Matteo Maran,Jonas Hartke,2,data analysis methods; linguistic research
Matteo Maran,Mailin Ines Antomo,2,linear mixed-effects models; mri
Matteo Maran,Pia Gehlbach,2,eeg; linguistic research
Matteo Maran,Sotaro Kita,2,data analysis methods; psycholinguistics
Matteo Maran,Vera Wolfrum,2,language processing; linear mixed-effects models
Matteo Maran,Volker Gast,2,core expertise; mri
Matteo Maran,Wim Pouw,2,bayesian stats; linear mixed-effects models
Matteo Maran,Alexander Henlein,1,mri
Matteo Maran,Alexander Mehler,1,bayesian stats
Matteo Maran,Anastasia Bauer,1,non-manual cues
Matteo Maran,Annika Herrmann,1,linear mixed-effects models
Matteo Maran,Carina Lüke,1,language processing
Matteo Maran,Celina Isabelle von Eiff,1,linguistic research
Matteo Maran,Chiara Zulberti,1,core expertise
Matteo Maran,Christian Dobel,1,linear mixed-effects models
Matteo Maran,Josiah Nii Ashie Neequaye,1,linguistic research
Matteo Maran,Liona Paulus,1,deaf signers
Matteo Maran,Martin Schulte-Rüther,1,bayesian stats
Matteo Maran,Natalia Filatkina,1,mri
Matteo Maran,Pilar Prieto,1,linear mixed-effects models
Matteo Maran,Rui Liu,1,cognitive processes
Matteo Maran,Simone Schäffner,1,language processing
Matteo Maran,Stefan Hinterwimmer,1,neurobiology of language
Matteo Maran,Stefan R. Schweinberger,1,data analysis methods
Matteo Maran,Susanne Fuchs,1,neurobiology of language
Matteo Maran,Vanessa Wing Yan Tsang,1,linguistic research
Matteo Maran,Šárka Kadavá,1,data analysis methods
Nadine Bade,Ingmar Brilmayer,4,bayesian stats; experimental studies; linear mixed-effects models; neurobiology of language
Nadine Bade,Jens Lemanski,4,bayesian stats; cognitive science; linear mixed-effects models; semantics
Nadine Bade,Marion Bonnet,4,bayesian stats; cognitive science; data analysis methods; linear mixed-effects models
Nadine Bade,Markus Steinbach,4,bayesian stats; cognitive science; data analysis methods; linear mixed-effects models
Nadine Bade,Matteo Maran,4,bayesian stats; data analysis methods; linear mixed-effects models; neurobiology of language
Nadine Bade,Patrick Georg Grosz,4,cognitive science; experimental investigation; linear mixed-effects models; pragmatics
Nadine Bade,Philippe Schlenker,4,bayesian stats; cognitive science; experimental studies; linear mixed-effects models
Nadine Bade,Sebastian Walter,4,bayesian stats; cognitive science; data analysis methods; linear mixed-effects models
Nadine Bade,Yuqiu Chen,4,bayesian stats; language acquisition; linear mixed-effects models; semantics-pragmatics interface
Nadine Bade,Aleksandra Ćwiek,3,cognitive science; data analysis methods; linear mixed-effects models
Nadine Bade,Cornelia Loos,3,bayesian stats; linear mixed-effects models; syntax-semantics interface
Nadine Bade,Frank Kügler,3,cognitive science; data analysis methods; linear mixed-effects models
Nadine Bade,Katja Liebal,3,data analysis methods; experimental studies; linear mixed-effects models
Nadine Bade,Linda Oña,3,bayesian stats; data analysis methods; linear mixed-effects models
Nadine Bade,Nina-Kristin Meister,3,cognitive psychology; cognitive science; data analysis methods
Nadine Bade,Patrick Trettenbrein,3,bayesian stats; linear mixed-effects models; neurobiology of language
Nadine Bade,Petra Schumacher,3,data analysis methods; language acquisition; linear mixed-effects models
Nadine Bade,Silva Ladewig,3,bayesian stats; language acquisition; linear mixed-effects models
Nadine Bade,Stefan Hinterwimmer,3,cognitive science; neurobiology of language; syntax-semantics interface
Nadine Bade,Valentina Colasanti,3,cognitive science; language acquisition; pragmatics
Nadine Bade,Vinicius Macuch,3,data analysis methods; linear mixed-effects models; neurobiology of language
Nadine Bade,Wim Pouw,3,bayesian stats; cognitive science; linear mixed-effects models
Nadine Bade,Alexander Mehler,2,bayesian stats; cognitive science
Nadine Bade,Andy Lücking,2,cognitive science; semantics
Nadine Bade,Anna Kuder,2,bayesian stats; linear mixed-effects models
Nadine Bade,Babajide Owoyele,2,data analysis methods; linear mixed-effects models
Nadine Bade,Carly A. Anderson,2,bayesian stats; data analysis methods
Nadine Bade,Cornelia Ebert,2,bayesian stats; linear mixed-effects models
Nadine Bade,Emiliano Zaccarella,2,linear mixed-effects models; neurobiology of language
Nadine Bade,Jana Bressem,2,bayesian stats; language acquisition
Nadine Bade,Jonas Hartke,2,cognitive science; data analysis methods
Nadine Bade,Kathryn Barnes,2,bayesian stats; linear mixed-effects models
Nadine Bade,Lea Fricke,2,bayesian stats; linear mixed-effects models
Nadine Bade,Mailin Ines Antomo,2,linear mixed-effects models; presupposition triggers
Nadine Bade,Marianthi Koraka,2,bayesian stats; linear mixed-effects models
Nadine Bade,Oliver Herbort,2,bayesian stats; linear mixed-effects models
Nadine Bade,Pamela Perniss,2,data analysis methods; linear mixed-effects models
Nadine Bade,Paula G. Sánchez Ramón,2,bayesian stats; linear mixed-effects models
Nadine Bade,Sotaro Kita,2,cognitive psychology; data analysis methods
Nadine Bade,Stefan R. Schweinberger,2,cognitive science; data analysis methods
Nadine Bade,Thomas Finkbeiner,2,data analysis methods; linear mixed-effects models
Nadine Bade,Šárka Kadavá,2,cognitive science; data analysis methods
Nadine Bade,Anastasia Bauer,1,cognitive science
Nadine Bade,Annika Herrmann,1,linear mixed-effects models
Nadine Bade,Christian Dobel,1,linear mixed-effects models
Nadine Bade,Door Spruijt,1,cognitive science
Nadine Bade,Federica Amici,1,experimental studies
Nadine Bade,Liona Paulus,1,language acquisition
Nadine Bade,Martin Schulte-Rüther,1,bayesian stats
Nadine Bade,Pia Gehlbach,1,cognitive science
Nadine Bade,Pilar Prieto,1,linear mixed-effects models
Nadine Bade,Sarah Schwarzenberg,1,linear mixed-effects models
Nadine Bade,Simone Schäffner,1,cognitive psychology
Nadine Bade,Susan Goldin-Meadow,1,bayesian stats
Nadine Bade,Susanne Fuchs,1,neurobiology of language
Nadine Bade,Tatjana Scheffler,1,cognitive science
Nadine Bade,Vanessa Wing Yan Tsang,1,cognitive science
Nadine Bade,Vera Wolfrum,1,linear mixed-effects models
Nadine Bade,Volker Gast,1,cognitive science
Natalia Filatkina,Mailin Ines Antomo,2,german linguistics; mri
Natalia Filatkina,Petra Schumacher,2,language education; mri
Natalia Filatkina,Volker Gast,2,data interpretation; mri
Natalia Filatkina,Aleksandra Ćwiek,1,mri
Natalia Filatkina,Alexander Henlein,1,mri
Natalia Filatkina,Anna Kuder,1,mri
Natalia Filatkina,Carly A. Anderson,1,mri
Natalia Filatkina,Cornelia Ebert,1,mri
Natalia Filatkina,Cornelia Loos,1,mri
Natalia Filatkina,Frank Kügler,1,mri
Natalia Filatkina,Jana Bressem,1,mri
Natalia Filatkina,Katja Liebal,1,mri
Natalia Filatkina,Lea Fricke,1,mri
Natalia Filatkina,Linda Oña,1,mri
Natalia Filatkina,Marianthi Koraka,1,mri
Natalia Filatkina,Marion Bonnet,1,mri
Natalia Filatkina,Matteo Maran,1,mri
Natalia Filatkina,Nina-Kristin Meister,1,mri
Natalia Filatkina,Oliver Herbort,1,mri
Natalia Filatkina,Patrick Georg Grosz,1,mri
Natalia Filatkina,Patrick Trettenbrein,1,mri
Natalia Filatkina,Paula G. Sánchez Ramón,1,mri
Natalia Filatkina,Philippe Schlenker,1,mri
Natalia Filatkina,Sarah Schwarzenberg,1,mri
Natalia Filatkina,Sebastian Walter,1,mri
Natalia Filatkina,Silva Ladewig,1,mri
Natalia Filatkina,Stefan R. Schweinberger,1,data interpretation
Natalia Filatkina,Susan Goldin-Meadow,1,mri
Natalia Filatkina,Tatjana Scheffler,1,lexicon expansion
Natalia Filatkina,Thomas Finkbeiner,1,mri
Natalia Filatkina,Yuqiu Chen,1,mri
Nina-Kristin Meister,Celina Isabelle von Eiff,6,hearing impairment; hearing loss; linguistic research; multimodal communication; nonverbal communication; social neuroscience
Nina-Kristin Meister,Matteo Maran,6,core expertise; data analysis methods; linguistic research; mri; non-manual cues; specific theories
Nina-Kristin Meister,Pamela Perniss,6,data analysis methods; deaf studies; embodied cognition; gesture analysis; multimodal communication; psycholinguistic database
Nina-Kristin Meister,Patrick Trettenbrein,6,animacy; mri; multimodal communication; non-manual cues; social cognition; verb type
Nina-Kristin Meister,Marion Bonnet,5,cognitive science; data analysis methods; iconicity; mri; multimodal communication
Nina-Kristin Meister,Susan Goldin-Meadow,5,embodied cognition; gesture analysis; mri; multimodal communication; nonverbal communication
Nina-Kristin Meister,Thomas Finkbeiner,5,data analysis methods; deaf studies; iconicity; mri; semantics
Nina-Kristin Meister,Aleksandra Ćwiek,4,cognitive science; data analysis methods; mri; multimodal communication
Nina-Kristin Meister,Anna Kuder,4,core expertise; iconicity; mri; perception experiments
Nina-Kristin Meister,Cornelia Ebert,4,hearing impairment; iconicity; mri; semantics
Nina-Kristin Meister,Frank Kügler,4,cognitive science; data analysis methods; mri; multimodal communication
Nina-Kristin Meister,Jonas Hartke,4,cognitive science; data analysis methods; linguistic research; semantics
Nina-Kristin Meister,Sebastian Walter,4,cognitive science; data analysis methods; mri; semantics
Nina-Kristin Meister,Vanessa Wing Yan Tsang,4,cognitive science; gesture analysis; iconicity; linguistic research
Nina-Kristin Meister,Šárka Kadavá,4,cognitive science; data analysis methods; hearing impairment; iconicity
Nina-Kristin Meister,Anastasia Bauer,3,cognitive science; hearing impairment; non-manual cues
Nina-Kristin Meister,Carly A. Anderson,3,core expertise; data analysis methods; mri
Nina-Kristin Meister,Jana Bressem,3,mri; multimodal communication; research projects
Nina-Kristin Meister,Kathryn Barnes,3,core expertise; iconicity; semantics
Nina-Kristin Meister,Katja Liebal,3,data analysis methods; mri; social cognition
Nina-Kristin Meister,Lea Fricke,3,iconicity; mri; semantics
Nina-Kristin Meister,Marianthi Koraka,3,hearing impairment; iconicity; mri
Nina-Kristin Meister,Markus Steinbach,3,cognitive science; data analysis methods; open science framework
Nina-Kristin Meister,Nadine Bade,3,cognitive psychology; cognitive science; data analysis methods
Nina-Kristin Meister,Oliver Herbort,3,hearing impairment; mri; multimodal communication
Nina-Kristin Meister,Patrick Georg Grosz,3,cognitive science; hearing impairment; mri
Nina-Kristin Meister,Paula G. Sánchez Ramón,3,hearing impairment; mri; multimodal communication
Nina-Kristin Meister,Petra Schumacher,3,data analysis methods; mri; multimodal communication
Nina-Kristin Meister,Philippe Schlenker,3,cognitive science; mri; semantics
Nina-Kristin Meister,Pia Gehlbach,3,cognitive science; hearing loss; linguistic research
Nina-Kristin Meister,Silva Ladewig,3,gesture analysis; mri; multimodal communication
Nina-Kristin Meister,Sotaro Kita,3,cognitive psychology; data analysis methods; gesture analysis
Nina-Kristin Meister,Stefan Hinterwimmer,3,cognitive science; semantics; social interaction
Nina-Kristin Meister,Stefan R. Schweinberger,3,cognitive science; data analysis methods; social neuroscience
Nina-Kristin Meister,Vinicius Macuch,3,data analysis methods; iconicity; multimodal communication
Nina-Kristin Meister,Volker Gast,3,cognitive science; core expertise; mri
Nina-Kristin Meister,Wim Pouw,3,cognitive science; embodied cognition; multimodal communication
Nina-Kristin Meister,Andy Lücking,2,cognitive science; multimodal communication
Nina-Kristin Meister,Carina Lüke,2,multimodal communication; social development
Nina-Kristin Meister,Chiara Zulberti,2,core expertise; iconicity
Nina-Kristin Meister,Door Spruijt,2,cognitive science; research projects
Nina-Kristin Meister,Federica Amici,2,social development; social interaction
Nina-Kristin Meister,Ingmar Brilmayer,2,iconicity; semantics
Nina-Kristin Meister,Linda Oña,2,data analysis methods; mri
Nina-Kristin Meister,Mailin Ines Antomo,2,mri; semantics
Nina-Kristin Meister,Pilar Prieto,2,iconicity; multimodal communication
Nina-Kristin Meister,Sarah Schwarzenberg,2,iconicity; mri
Nina-Kristin Meister,Valentina Colasanti,2,cognitive science; semantics
Nina-Kristin Meister,Yuqiu Chen,2,iconicity; mri
Nina-Kristin Meister,Alexander Henlein,1,mri
Nina-Kristin Meister,Alexander Mehler,1,cognitive science
Nina-Kristin Meister,Alina Gregori,1,multimodal communication
Nina-Kristin Meister,Andrea Reichenberger,1,research projects
Nina-Kristin Meister,Annika Herrmann,1,iconicity
Nina-Kristin Meister,Babajide Owoyele,1,data analysis methods
Nina-Kristin Meister,Cornelia Loos,1,mri
Nina-Kristin Meister,Jens Lemanski,1,cognitive science
Nina-Kristin Meister,Josiah Nii Ashie Neequaye,1,linguistic research
Nina-Kristin Meister,Liona Paulus,1,iconicity
Nina-Kristin Meister,Martin Schulte-Rüther,1,nonverbal communication
Nina-Kristin Meister,Natalia Filatkina,1,mri
Nina-Kristin Meister,Reetu Bhattacharjee,1,multimodal communication
Nina-Kristin Meister,Rui Liu,1,social cognition
Nina-Kristin Meister,Simone Schäffner,1,cognitive psychology
Nina-Kristin Meister,Susanne Fuchs,1,multimodal communication
Nina-Kristin Meister,Tatjana Scheffler,1,cognitive science
Oliver Herbort,Silva Ladewig,6,bayesian stats; eeg; iconicity; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Aleksandra Ćwiek,5,eeg; iconicity; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Carly A. Anderson,5,bayesian stats; eeg; iconicity; mri; social communication
Oliver Herbort,Cornelia Ebert,5,bayesian stats; eeg; hearing impairment; linear mixed-effects models; mri
Oliver Herbort,Cornelia Loos,5,bayesian stats; eeg; iconicity; linear mixed-effects models; mri
Oliver Herbort,Marianthi Koraka,5,bayesian stats; eeg; hearing impairment; linear mixed-effects models; mri
Oliver Herbort,Marion Bonnet,5,bayesian stats; eeg; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Patrick Trettenbrein,5,bayesian stats; eeg; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Paula G. Sánchez Ramón,5,bayesian stats; hearing impairment; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Anna Kuder,4,bayesian stats; eeg; linear mixed-effects models; mri
Oliver Herbort,Frank Kügler,4,eeg; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Jana Bressem,4,bayesian stats; eeg; mri; multimodal communication
Oliver Herbort,Lea Fricke,4,bayesian stats; eeg; linear mixed-effects models; mri
Oliver Herbort,Linda Oña,4,bayesian stats; eeg; linear mixed-effects models; mri
Oliver Herbort,Matteo Maran,4,bayesian stats; eeg; linear mixed-effects models; mri
Oliver Herbort,Patrick Georg Grosz,4,eeg; hearing impairment; linear mixed-effects models; mri
Oliver Herbort,Petra Schumacher,4,iconicity; linear mixed-effects models; mri; multimodal communication
Oliver Herbort,Philippe Schlenker,4,bayesian stats; formal models; linear mixed-effects models; mri
Oliver Herbort,Sebastian Walter,4,bayesian stats; eeg; linear mixed-effects models; mri
Oliver Herbort,Susan Goldin-Meadow,4,bayesian stats; eeg; mri; multimodal communication
Oliver Herbort,Wim Pouw,4,bayesian stats; linear mixed-effects models; motion capture; multimodal communication
Oliver Herbort,Yuqiu Chen,4,bayesian stats; eeg; linear mixed-effects models; mri
Oliver Herbort,Celina Isabelle von Eiff,3,hearing impairment; multimodal communication; technological innovation
Oliver Herbort,Ingmar Brilmayer,3,bayesian stats; iconicity; linear mixed-effects models
Oliver Herbort,Jens Lemanski,3,bayesian stats; eeg; linear mixed-effects models
Oliver Herbort,Katja Liebal,3,linear mixed-effects models; mri; social communication
Oliver Herbort,Markus Steinbach,3,bayesian stats; eeg; linear mixed-effects models
Oliver Herbort,Nina-Kristin Meister,3,hearing impairment; mri; multimodal communication
Oliver Herbort,Sarah Schwarzenberg,3,eeg; linear mixed-effects models; mri
Oliver Herbort,Thomas Finkbeiner,3,eeg; linear mixed-effects models; mri
Oliver Herbort,Alexander Mehler,2,bayesian stats; virtual reality
Oliver Herbort,Emiliano Zaccarella,2,eeg; linear mixed-effects models
Oliver Herbort,Kathryn Barnes,2,bayesian stats; linear mixed-effects models
Oliver Herbort,Mailin Ines Antomo,2,linear mixed-effects models; mri
Oliver Herbort,Martin Schulte-Rüther,2,bayesian stats; social communication
Oliver Herbort,Nadine Bade,2,bayesian stats; linear mixed-effects models
Oliver Herbort,Pamela Perniss,2,linear mixed-effects models; multimodal communication
Oliver Herbort,Pilar Prieto,2,linear mixed-effects models; multimodal communication
Oliver Herbort,Stefan Hinterwimmer,2,iconicity; social communication
Oliver Herbort,Vera Wolfrum,2,linear mixed-effects models; social communication
Oliver Herbort,Vinicius Macuch,2,linear mixed-effects models; multimodal communication
Oliver Herbort,Alexander Henlein,1,mri
Oliver Herbort,Alina Gregori,1,multimodal communication
Oliver Herbort,Anastasia Bauer,1,hearing impairment
Oliver Herbort,Andy Lücking,1,multimodal communication
Oliver Herbort,Annika Herrmann,1,linear mixed-effects models
Oliver Herbort,Babajide Owoyele,1,linear mixed-effects models
Oliver Herbort,Carina Lüke,1,multimodal communication
Oliver Herbort,Christian Dobel,1,linear mixed-effects models
Oliver Herbort,Lisa-Marie Krause,1,virtual reality
Oliver Herbort,Natalia Filatkina,1,mri
Oliver Herbort,Pia Gehlbach,1,eeg
Oliver Herbort,Reetu Bhattacharjee,1,multimodal communication
Oliver Herbort,Sotaro Kita,1,multisensory integration
Oliver Herbort,Susanne Fuchs,1,multimodal communication
Oliver Herbort,Volker Gast,1,mri
Oliver Herbort,Šárka Kadavá,1,hearing impairment
Pamela Perniss,Nina-Kristin Meister,6,data analysis methods; deaf studies; embodied cognition; gesture analysis; multimodal communication; psycholinguistic database
Pamela Perniss,Susan Goldin-Meadow,6,cognitive development; embodied cognition; gesture analysis; gesture production; gesture semantics; multimodal communication
Pamela Perniss,Sotaro Kita,5,bayesian statistics; data analysis methods; gesture analysis; gesture production; gesture-speech integration
Pamela Perniss,Frank Kügler,4,bayesian statistics; data analysis methods; linear mixed-effects models; multimodal communication
Pamela Perniss,Ingmar Brilmayer,4,experimental design; language processing; linear mixed-effects models; research themes
Pamela Perniss,Katja Liebal,4,bayesian statistics; cognitive mechanisms; data analysis methods; linear mixed-effects models
Pamela Perniss,Marion Bonnet,4,data analysis methods; linear mixed-effects models; multimodal communication; research themes
Pamela Perniss,Patrick Trettenbrein,4,language cognition; linear mixed-effects models; multimodal communication; research groups
Pamela Perniss,Vinicius Macuch,4,bayesian statistics; data analysis methods; linear mixed-effects models; multimodal communication
Pamela Perniss,Aleksandra Ćwiek,3,data analysis methods; linear mixed-effects models; multimodal communication
Pamela Perniss,Babajide Owoyele,3,bayesian statistics; data analysis methods; linear mixed-effects models
Pamela Perniss,Carina Lüke,3,language processing; multimodal communication; research themes
Pamela Perniss,Markus Steinbach,3,data analysis methods; lexical database; linear mixed-effects models
Pamela Perniss,Matteo Maran,3,data analysis methods; language processing; linear mixed-effects models
Pamela Perniss,Petra Schumacher,3,data analysis methods; linear mixed-effects models; multimodal communication
Pamela Perniss,Silva Ladewig,3,gesture analysis; linear mixed-effects models; multimodal communication
Pamela Perniss,Stefan R. Schweinberger,3,data analysis methods; experimental design; research themes
Pamela Perniss,Thomas Finkbeiner,3,data analysis methods; deaf studies; linear mixed-effects models
Pamela Perniss,Vera Wolfrum,3,bayesian statistics; language processing; linear mixed-effects models
Pamela Perniss,Wim Pouw,3,embodied cognition; linear mixed-effects models; multimodal communication
Pamela Perniss,Cornelia Loos,2,cognitive mechanisms; linear mixed-effects models
Pamela Perniss,Emiliano Zaccarella,2,cognitive abilities; linear mixed-effects models
Pamela Perniss,Federica Amici,2,cognitive mechanisms; experimental design
Pamela Perniss,Jana Bressem,2,gesture studies; multimodal communication
Pamela Perniss,Jens Lemanski,2,language cognition; linear mixed-effects models
Pamela Perniss,Kathryn Barnes,2,linear mixed-effects models; research themes
Pamela Perniss,Linda Oña,2,data analysis methods; linear mixed-effects models
Pamela Perniss,Nadine Bade,2,data analysis methods; linear mixed-effects models
Pamela Perniss,Oliver Herbort,2,linear mixed-effects models; multimodal communication
Pamela Perniss,Patrick Georg Grosz,2,bayesian statistics; linear mixed-effects models
Pamela Perniss,Paula G. Sánchez Ramón,2,linear mixed-effects models; multimodal communication
Pamela Perniss,Pilar Prieto,2,linear mixed-effects models; multimodal communication
Pamela Perniss,Sebastian Walter,2,data analysis methods; linear mixed-effects models
Pamela Perniss,Stefan Hinterwimmer,2,cognitive mechanisms; language perception
Pamela Perniss,Vanessa Wing Yan Tsang,2,gesture analysis; linguistic processing
Pamela Perniss,Alina Gregori,1,multimodal communication
Pamela Perniss,Andy Lücking,1,multimodal communication
Pamela Perniss,Anna Kuder,1,linear mixed-effects models
Pamela Perniss,Annika Herrmann,1,linear mixed-effects models
Pamela Perniss,Carly A. Anderson,1,data analysis methods
Pamela Perniss,Celina Isabelle von Eiff,1,multimodal communication
Pamela Perniss,Chiara Zulberti,1,cognitive mechanisms
Pamela Perniss,Christian Dobel,1,linear mixed-effects models
Pamela Perniss,Cornelia Ebert,1,linear mixed-effects models
Pamela Perniss,Jonas Hartke,1,data analysis methods
Pamela Perniss,Lea Fricke,1,linear mixed-effects models
Pamela Perniss,Lisa-Marie Krause,1,gesture-speech integration
Pamela Perniss,Mailin Ines Antomo,1,linear mixed-effects models
Pamela Perniss,Marianthi Koraka,1,linear mixed-effects models
Pamela Perniss,Philippe Schlenker,1,linear mixed-effects models
Pamela Perniss,Pia Gehlbach,1,research groups
Pamela Perniss,Reetu Bhattacharjee,1,multimodal communication
Pamela Perniss,Sarah Schwarzenberg,1,linear mixed-effects models
Pamela Perniss,Simone Schäffner,1,language processing
Pamela Perniss,Susanne Fuchs,1,multimodal communication
Pamela Perniss,Volker Gast,1,bayesian statistics
Pamela Perniss,Yuqiu Chen,1,linear mixed-effects models
Pamela Perniss,Šárka Kadavá,1,data analysis methods
Patrick Georg Grosz,Cornelia Ebert,7,eeg; hearing impairment; linear mixed-effects models; linguistic research; mri; production experiments; sign language
Patrick Georg Grosz,Lea Fricke,6,eeg; facial action coding system; lexicalist approach; linear mixed-effects models; mri; prosodic prominence
Patrick Georg Grosz,Marion Bonnet,6,cognitive science; eeg; linear mixed-effects models; mri; production experiments; sign language
Patrick Georg Grosz,Frank Kügler,5,bayesian statistics; cognitive science; eeg; linear mixed-effects models; mri
Patrick Georg Grosz,Marianthi Koraka,5,eeg; hearing impairment; linear mixed-effects models; mri; sign language
Patrick Georg Grosz,Aleksandra Ćwiek,4,cognitive science; eeg; linear mixed-effects models; mri
Patrick Georg Grosz,Anna Kuder,4,eeg; linear mixed-effects models; mri; prosodic prominence
